,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
9,A & N Islands,2010,156.0,112.0,44.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,5.0,0.0,2.0,62.0,24.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,0,0,21,47,37,23,0,28,21.0,2.0,2.0,0.0,5.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,3.0,0.0,0.0,8.0,6.0,19.0,50.0,14.0,17.0,1,95,53,2,5,156.0,156.0,156.0,156.0,156.0
21,Andhra Pradesh,2010,15901.0,10947.0,4954.0,711.0,92.0,150.0,1762.0,99.0,31.0,111.0,104.0,249.0,222.0,2671.0,40.0,12.0,208.0,972.0,352.0,0.0,43.0,2436.0,3419.0,96.0,2.0,1533.0,117.0,154.0,128.0,187.0,144,500,1184,2373,2981,4815,166,3738,4864.0,1949.0,1027.0,143.0,1607.0,2893.0,122.0,91.0,30.0,11.0,0.0,1535.0,274.0,192.0,123.0,891.0,149.0,2525.0,2601.0,6342.0,228.0,532.0,84.0,995.0,259.0,1043.0,656.0,636.0,226,12365,2175,530,605,15901.0,15901.0,15901.0,15901.0,15901.0
33,Arunachal Pradesh,2010,131.0,91.0,40.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,57.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1,1,18,37,19,22,0,33,0.0,4.0,10.0,1.0,0.0,73.0,3.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,26.0,0.0,18.0,17.0,48.0,0.0,0.0,0.0,4.0,11.0,10.0,16.0,7.0,0,95,36,0,0,131.0,131.0,131.0,131.0,131.0
45,Assam,2010,2993.0,2026.0,967.0,15.0,22.0,28.0,934.0,39.0,19.0,17.0,18.0,142.0,12.0,453.0,0.0,15.0,6.0,40.0,388.0,0.0,6.0,147.0,248.0,8.0,4.0,159.0,7.0,198.0,10.0,58.0,14,23,314,535,998,589,2,518,42.0,606.0,289.0,5.0,108.0,1511.0,11.0,25.0,39.0,1.0,0.0,187.0,2.0,2.0,8.0,84.0,73.0,369.0,415.0,1073.0,146.0,118.0,10.0,441.0,19.0,73.0,247.0,82.0,33,1832,834,256,38,2993.0,2993.0,2993.0,2993.0,2993.0
57,Bihar,2010,1226.0,712.0,514.0,11.0,38.0,0.0,139.0,4.0,0.0,71.0,33.0,52.0,0.0,126.0,0.0,11.0,0.0,30.0,77.0,0.0,2.0,544.0,31.0,6.0,3.0,0.0,4.0,3.0,32.0,9.0,18,46,78,158,242,463,3,218,162.0,86.0,98.0,7.0,111.0,114.0,23.0,7.0,2.0,13.0,0.0,518.0,22.0,23.0,8.0,0.0,32.0,95.0,204.0,669.0,5.0,2.0,3.0,16.0,21.0,49.0,74.0,88.0,20,778,304,71,53,1226.0,1226.0,1226.0,1226.0,1226.0
69,Chandigarh,2010,71.0,31.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1,9,9,22,19,3,1,7,0.0,15.0,2.0,0.0,11.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,2.0,1.0,1.0,4.0,10.0,14.0,8.0,0,44,27,0,0,71.0,71.0,71.0,71.0,71.0
81,Chhattisgarh,2010,6522.0,4545.0,1977.0,33.0,10.0,4.0,2421.0,12.0,4.0,70.0,203.0,45.0,33.0,785.0,1.0,2.0,11.0,264.0,114.0,0.0,15.0,1617.0,675.0,4.0,66.0,12.0,28.0,26.0,42.0,25.0,8,50,294,918,1785,1653,8,1806,1208.0,451.0,73.0,8.0,552.0,2314.0,6.0,5.0,46.0,0.0,0.0,1431.0,57.0,0.0,198.0,149.0,24.0,1126.0,862.0,2743.0,235.0,44.0,1.0,104.0,40.0,331.0,377.0,612.0,4,4274,2022,13,209,6522.0,6522.0,6522.0,6475.0,6522.0
93,D & N Haveli,2010,63.0,37.0,26.0,0.0,2.0,0.0,11.0,3.0,0.0,0.0,6.0,0.0,2.0,14.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,2,3,10,23,0,23,3.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,14.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,1,41,20,0,1,63.0,63.0,63.0,63.0,63.0
105,Daman & Diu,2010,31.0,19.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,2,5,6,1,0,9,1.0,7.0,2.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,0.0,0,16,15,0,0,31.0,31.0,31.0,31.0,31.0
117,Delhi (Ut),2010,1543.0,961.0,582.0,16.0,16.0,4.0,603.0,16.0,2.0,34.0,24.0,42.0,34.0,339.0,0.0,0.0,7.0,18.0,58.0,0.0,3.0,179.0,43.0,0.0,4.0,35.0,9.0,9.0,8.0,40.0,13,63,211,357,359,234,23,283,111.0,153.0,38.0,15.0,90.0,976.0,5.0,11.0,13.0,0.0,0.0,98.0,15.0,0.0,4.0,6.0,8.0,9.0,352.0,410.0,4.0,44.0,4.0,32.0,18.0,223.0,166.0,279.0,14,1016,428,62,23,1543.0,1543.0,1543.0,1541.0,1543.0
