,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
129,Goa,2010,322.0,236.0,86.0,8.0,0.0,1.0,69.0,1.0,1.0,1.0,6.0,5.0,1.0,53.0,0.0,0.0,0.0,52.0,18.0,0.0,3.0,54.0,30.0,1.0,0.0,4.0,2.0,0.0,0.0,12.0,1,10,31,85,87,58,8,42,8.0,34.0,55.0,0.0,17.0,180.0,0.0,4.0,1.0,0.0,0.0,13.0,1.0,2.0,2.0,5.0,0.0,15.0,52.0,75.0,1.0,2.0,3.0,11.0,9.0,70.0,23.0,61.0,1,182,115,18,6,322.0,322.0,322.0,322.0,322.0
141,Gujarat,2010,6207.0,3813.0,2394.0,124.0,116.0,48.0,1246.0,56.0,23.0,43.0,29.0,85.0,46.0,1127.0,6.0,2.0,31.0,608.0,180.0,0.0,56.0,1049.0,733.0,27.0,9.0,63.0,87.0,21.0,109.0,283.0,24,107,381,929,1248,1318,17,2183,1624.0,960.0,436.0,13.0,919.0,1542.0,56.0,25.0,36.0,2.0,0.0,229.0,4.0,9.0,35.0,292.0,25.0,523.0,1575.0,1451.0,340.0,101.0,151.0,467.0,75.0,622.0,293.0,609.0,107,4296,1375,116,313,6207.0,6207.0,6207.0,6207.0,6207.0
153,Haryana,2010,2895.0,2178.0,717.0,6.0,1.0,0.0,564.0,5.0,0.0,6.0,51.0,38.0,2.0,616.0,0.0,1.0,1.0,167.0,28.0,0.0,7.0,1077.0,122.0,1.0,7.0,15.0,14.0,89.0,1.0,76.0,56,82,321,552,550,440,376,518,292.0,558.0,142.0,7.0,262.0,463.0,24.0,7.0,0.0,2.0,0.0,932.0,75.0,1.0,2.0,64.0,64.0,297.0,364.0,1284.0,45.0,16.0,0.0,46.0,85.0,221.0,148.0,384.0,11,1922,470,373,119,2895.0,2895.0,2895.0,2890.0,2895.0
165,Himachal Pradesh,2010,542.0,348.0,194.0,0.0,5.0,9.0,76.0,1.0,1.0,1.0,5.0,8.0,2.0,80.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,261.0,21.0,1.0,2.0,0.0,0.0,5.0,6.0,2.0,21,15,81,186,95,66,4,74,86.0,134.0,35.0,0.0,16.0,137.0,0.0,46.0,0.0,0.0,0.0,78.0,6.0,0.0,2.0,0.0,2.0,61.0,88.0,126.0,22.0,18.0,7.0,24.0,23.0,45.0,66.0,55.0,1,362,146,12,21,542.0,542.0,542.0,535.0,542.0
177,Jammu & Kashmir,2010,259.0,122.0,137.0,1.0,8.0,0.0,56.0,0.0,1.0,7.0,6.0,8.0,2.0,43.0,0.0,4.0,1.0,6.0,9.0,0.0,2.0,85.0,8.0,0.0,0.0,3.0,0.0,4.0,2.0,3.0,2,4,19,62,61,71,2,38,45.0,45.0,18.0,10.0,15.0,47.0,0.0,7.0,3.0,3.0,0.0,59.0,2.0,1.0,0.0,0.0,4.0,18.0,58.0,70.0,3.0,2.0,1.0,9.0,6.0,13.0,36.0,43.0,0,143,103,12,1,259.0,259.0,259.0,259.0,259.0
189,Jharkhand,2010,1232.0,795.0,437.0,21.0,8.0,1.0,165.0,96.0,10.0,21.0,15.0,63.0,12.0,102.0,7.0,10.0,5.0,33.0,57.0,0.0,19.0,452.0,31.0,2.0,2.0,5.0,11.0,14.0,45.0,25.0,11,42,169,249,225,291,64,181,127.0,66.0,116.0,4.0,88.0,361.0,4.0,24.0,1.0,1.0,0.0,336.0,35.0,18.0,31.0,9.0,11.0,173.0,212.0,435.0,9.0,28.0,3.0,31.0,10.0,87.0,142.0,100.0,13,776,364,17,62,1232.0,1232.0,1232.0,1230.0,1232.0
201,Karnataka,2010,12651.0,8407.0,4244.0,135.0,32.0,120.0,2512.0,84.0,12.0,87.0,68.0,147.0,54.0,2031.0,15.0,10.0,74.0,572.0,142.0,0.0,89.0,2891.0,2891.0,66.0,1.0,265.0,54.0,72.0,25.0,202.0,186,281,908,2524,2251,3203,48,3250,1207.0,3278.0,1074.0,97.0,610.0,3599.0,108.0,76.0,0.0,0.0,0.0,1849.0,155.0,16.0,11.0,480.0,91.0,2585.0,1889.0,4424.0,125.0,295.0,100.0,888.0,218.0,1116.0,591.0,420.0,209,8361,2976,384,721,12651.0,12651.0,12651.0,12651.0,12651.0
213,Kerala,2010,8586.0,6346.0,2240.0,452.0,35.0,159.0,663.0,114.0,16.0,21.0,289.0,56.0,54.0,3574.0,0.0,4.0,7.0,1270.0,140.0,0.0,42.0,344.0,1095.0,87.0,4.0,1.0,57.0,63.0,19.0,20.0,81,277,1094,2402,2516,286,60,1870,1314.0,1448.0,610.0,5.0,455.0,4295.0,48.0,22.0,56.0,0.0,0.0,15.0,20.0,45.0,10.0,236.0,7.0,895.0,1219.0,3703.0,186.0,148.0,76.0,479.0,71.0,454.0,313.0,1042.0,73,6716,1333,128,336,8586.0,8586.0,8586.0,8586.0,8586.0
225,Lakshadweep,2010,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0
237,Madhya Pradesh,2010,9003.0,5087.0,3916.0,88.0,85.0,53.0,2163.0,120.0,13.0,776.0,476.0,177.0,246.0,1586.0,8.0,9.0,15.0,534.0,254.0,0.0,83.0,1019.0,748.0,40.0,154.0,25.0,86.0,53.0,132.0,60.0,143,170,918,1558,1978,2137,101,1998,2105.0,709.0,539.0,74.0,1048.0,3049.0,21.0,33.0,87.0,6.0,0.0,892.0,143.0,24.0,18.0,169.0,86.0,1237.0,2564.0,3000.0,320.0,146.0,16.0,371.0,114.0,402.0,459.0,374.0,133,6070,2354,96,350,9003.0,9003.0,9003.0,9003.0,9003.0
249,Maharashtra,2010,15916.0,10858.0,5058.0,661.0,154.0,103.0,551.0,139.0,36.0,241.0,1400.0,388.0,195.0,6057.0,4.0,15.0,100.0,1275.0,252.0,0.0,98.0,565.0,2729.0,78.0,20.0,305.0,181.0,47.0,51.0,271.0,132,221,1131,4247,4079,1901,40,4165,4780.0,1306.0,1420.0,21.0,1736.0,6188.0,81.0,12.0,39.0,0.0,0.0,9.0,94.0,11.0,42.0,176.0,1.0,3141.0,3639.0,3300.0,1123.0,147.0,117.0,445.0,183.0,1857.0,1056.0,908.0,49,11676,3643,23,525,15916.0,15916.0,15916.0,15916.0,15916.0
261,Manipur,2010,37.0,24.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,12,10,1,0,11,1.0,7.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,12.0,0,21,15,0,1,37.0,37.0,37.0,37.0,37.0
273,Meghalaya,2010,108.0,80.0,28.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,2,18,24,26,0,36,1.0,1.0,8.0,0.0,3.0,83.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,16.0,14.0,15.0,1.0,1.0,1.0,0.0,8.0,11.0,21.0,17.0,0,65,39,1,3,108.0,108.0,108.0,105.0,108.0
285,Mizoram,2010,76.0,67.0,9.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,9,32,5,0,28,0.0,3.0,2.0,0.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,27.0,3.0,2.0,21.0,11,20,38,7,0,76.0,76.0,76.0,76.0,76.0
297,Nagaland,2010,12.0,11.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,1,0,6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0,9,3,0,0,12.0,12.0,12.0,12.0,12.0
309,Odisha,2010,4255.0,2430.0,1825.0,19.0,59.0,0.0,1093.0,13.0,3.0,87.0,6.0,111.0,143.0,881.0,2.0,6.0,37.0,95.0,228.0,0.0,7.0,1033.0,98.0,0.0,0.0,19.0,8.0,40.0,154.0,113.0,32,259,538,866,827,771,11,951,1382.0,409.0,106.0,39.0,76.0,1189.0,1.0,12.0,17.0,1.0,0.0,702.0,14.0,1.0,120.0,175.0,11.0,162.0,730.0,1813.0,83.0,145.0,27.0,263.0,15.0,332.0,301.0,384.0,59,2781,1079,135,201,4255.0,4255.0,4255.0,4255.0,4255.0
321,Puducherry,2010,508.0,333.0,175.0,1.0,15.0,2.0,19.0,13.0,0.0,0.0,0.0,4.0,4.0,197.0,0.0,0.0,1.0,33.0,2.0,0.0,1.0,72.0,134.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,13,22,52,359,43,10,1,8,41.0,19.0,1.0,0.0,77.0,350.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,95.0,9.0,210.0,6.0,3.0,14.0,11.0,38.0,18.0,100.0,0,368,125,0,15,508.0,508.0,508.0,508.0,508.0
333,Punjab,2010,920.0,719.0,201.0,6.0,3.0,11.0,137.0,12.0,1.0,18.0,59.0,13.0,9.0,259.0,2.0,0.0,12.0,223.0,20.0,0.0,5.0,19.0,58.0,0.0,0.0,15.0,14.0,3.0,8.0,13.0,14,19,87,220,153,307,2,118,79.0,76.0,32.0,5.0,40.0,234.0,16.0,0.0,4.0,2.0,0.0,8.0,8.0,6.0,1.0,408.0,1.0,80.0,130.0,412.0,21.0,0.0,8.0,41.0,23.0,83.0,55.0,67.0,7,567,325,3,18,920.0,920.0,920.0,920.0,920.0
345,Rajasthan,2010,4920.0,3365.0,1555.0,29.0,30.0,3.0,666.0,51.0,4.0,46.0,150.0,56.0,17.0,1057.0,1.0,0.0,1.0,601.0,131.0,0.0,11.0,1628.0,197.0,4.0,3.0,7.0,49.0,112.0,51.0,15.0,54,122,332,859,899,1463,43,1148,704.0,387.0,350.0,7.0,315.0,1211.0,28.0,78.0,74.0,11.0,0.0,1370.0,84.0,39.0,2.0,137.0,123.0,390.0,1034.0,2264.0,65.0,40.0,41.0,181.0,42.0,431.0,233.0,199.0,14,3401,1339,50,116,4920.0,4920.0,4920.0,4920.0,4920.0
357,Sikkim,2010,280.0,235.0,45.0,1.0,17.0,3.0,119.0,1.0,3.0,0.0,6.0,4.0,5.0,27.0,2.0,0.0,0.0,25.0,6.0,0.0,7.0,20.0,23.0,1.0,0.0,0.0,2.0,1.0,1.0,6.0,10,7,14,31,60,60,5,93,7.0,10.0,6.0,0.0,0.0,159.0,3.0,3.0,0.0,0.0,0.0,88.0,2.0,0.0,2.0,0.0,0.0,19.0,5.0,29.0,22.0,31.0,5.0,24.0,35.0,55.0,3.0,52.0,7,134,111,11,17,280.0,280.0,280.0,280.0,280.0
369,Tamil Nadu,2010,16561.0,10552.0,6009.0,222.0,97.0,28.0,1014.0,51.0,30.0,90.0,204.0,240.0,74.0,5795.0,4.0,7.0,25.0,539.0,588.0,0.0,78.0,2788.0,2901.0,90.0,6.0,475.0,123.0,678.0,152.0,262.0,211,424,1673,2192,4369,3394,122,4176,2488.0,3414.0,1139.0,37.0,2488.0,4353.0,72.0,96.0,159.0,40.0,0.0,1411.0,309.0,25.0,163.0,175.0,192.0,541.0,2667.0,6913.0,263.0,341.0,132.0,1080.0,180.0,1735.0,637.0,2072.0,253,11450,2992,1154,712,16561.0,16561.0,16561.0,16561.0,16561.0
381,Total (All India),2010,134599.0,87180.0,47419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349,3264,11519,24581,30557,26702,1197,35430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517,93207,30810,3917,5148,0.0,134599.0,0.0,0.0,134599.0
393,Total (States),2010,132226.0,85687.0,46539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316,3166,11222,23788,30082,26408,1172,35072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501,91626,30142,3853,5104,0.0,132226.0,0.0,0.0,132226.0
405,Total (Uts),2010,2373.0,1493.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,98,297,793,475,294,25,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1581,668,64,44,0.0,2373.0,0.0,0.0,2373.0
417,Tripura,2010,725.0,441.0,284.0,26.0,0.0,8.0,177.0,0.0,0.0,36.0,5.0,10.0,0.0,246.0,0.0,2.0,0.0,41.0,55.0,0.0,4.0,33.0,36.0,2.0,0.0,5.0,2.0,3.0,19.0,15.0,0,15,9,123,370,32,0,176,37.0,248.0,7.0,1.0,54.0,361.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,58.0,194.0,149.0,30.0,0.0,11.0,87.0,19.0,30.0,106.0,41.0,0,524,192,0,9,725.0,725.0,725.0,725.0,725.0
429,Uttar Pradesh,2010,3628.0,1787.0,1841.0,19.0,53.0,21.0,829.0,2.0,12.0,532.0,87.0,107.0,59.0,700.0,4.0,20.0,1.0,215.0,216.0,0.0,45.0,221.0,240.0,2.0,7.0,45.0,8.0,38.0,113.0,32.0,48,150,564,691,602,884,35,654,332.0,435.0,210.0,146.0,547.0,1133.0,42.0,0.0,56.0,27.0,0.0,222.0,101.0,52.0,20.0,191.0,114.0,548.0,1005.0,803.0,67.0,22.0,16.0,191.0,113.0,258.0,317.0,288.0,59,2337,979,104,149,3628.0,3628.0,3628.0,3628.0,3628.0
441,Uttarakhand,2010,281.0,164.0,117.0,8.0,0.0,1.0,66.0,0.0,0.0,10.0,6.0,11.0,2.0,81.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,25.0,13.0,0.0,0.0,9.0,3.0,0.0,4.0,15.0,8,12,31,81,53,32,6,58,58.0,53.0,15.0,2.0,24.0,67.0,3.0,1.0,3.0,1.0,0.0,46.0,3.0,0.0,1.0,2.0,2.0,39.0,54.0,71.0,1.0,1.0,3.0,15.0,14.0,24.0,34.0,22.0,0,200,73,4,4,281.0,281.0,281.0,278.0,281.0
453,West Bengal,2010,16037.0,9301.0,6736.0,96.0,129.0,71.0,4427.0,102.0,67.0,767.0,81.0,412.0,92.0,2882.0,6.0,23.0,1.0,1757.0,785.0,0.0,37.0,2683.0,466.0,63.0,6.0,43.0,100.0,262.0,217.0,462.0,97,327,1026,1867,3567,2119,49,6985,2158.0,2364.0,547.0,17.0,599.0,5058.0,113.0,278.0,77.0,56.0,0.0,3913.0,57.0,113.0,28.0,529.0,130.0,993.0,2928.0,7052.0,501.0,668.0,66.0,888.0,160.0,803.0,949.0,1029.0,211,10269,4707,335,515,16037.0,16037.0,16037.0,16037.0,16037.0
