,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
128,Goa,2009,278.0,184.0,94.0,6.0,1.0,0.0,49.0,3.0,0.0,2.0,11.0,0.0,0.0,50.0,0.0,0.0,0.0,52.0,10.0,0.0,1.0,46.0,27.0,0.0,0.0,5.0,3.0,0.0,1.0,11.0,4,4,33,61,72,53,8,43,11.0,10.0,39.0,0.0,32.0,160.0,5.0,4.0,0.0,0.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,4.0,60.0,54.0,5.0,3.0,4.0,6.0,10.0,50.0,15.0,59.0,7,157,101,7,6,278.0,278.0,278.0,270.0,278.0
140,Gujarat,2009,6156.0,3671.0,2485.0,180.0,142.0,58.0,1058.0,40.0,35.0,50.0,32.0,99.0,163.0,1361.0,3.0,10.0,24.0,646.0,200.0,0.0,61.0,542.0,781.0,43.0,7.0,137.0,85.0,21.0,83.0,295.0,28,84,328,974,1218,1273,7,2244,1454.0,1149.0,441.0,4.0,1041.0,1535.0,40.0,32.0,16.0,3.0,0.0,92.0,14.0,47.0,1.0,270.0,17.0,588.0,1736.0,1103.0,552.0,115.0,118.0,338.0,69.0,629.0,328.0,579.0,107,4493,1196,87,273,6156.0,6156.0,6156.0,6155.0,6156.0
152,Haryana,2009,2503.0,1815.0,688.0,13.0,6.0,4.0,501.0,9.0,5.0,16.0,46.0,44.0,21.0,688.0,0.0,0.0,0.0,138.0,46.0,0.0,6.0,680.0,146.0,43.0,2.0,5.0,1.0,54.0,2.0,27.0,47,62,204,499,468,594,29,600,206.0,566.0,102.0,6.0,234.0,500.0,28.0,3.0,0.0,5.0,0.0,762.0,15.0,5.0,1.0,43.0,27.0,230.0,441.0,945.0,28.0,71.0,0.0,49.0,86.0,285.0,115.0,253.0,13,1899,438,28,125,2503.0,2503.0,2503.0,2503.0,2503.0
164,Himachal Pradesh,2009,560.0,366.0,194.0,0.0,8.0,5.0,72.0,1.0,0.0,0.0,1.0,6.0,0.0,100.0,0.0,0.0,0.0,21.0,27.0,0.0,0.0,257.0,43.0,1.0,1.0,0.0,0.0,10.0,5.0,2.0,8,29,93,217,100,50,0,63,67.0,167.0,61.0,2.0,8.0,113.0,1.0,18.0,0.0,0.0,0.0,111.0,5.0,5.0,0.0,0.0,2.0,24.0,94.0,205.0,3.0,24.0,5.0,17.0,32.0,42.0,50.0,64.0,0,402,123,7,28,560.0,560.0,560.0,560.0,560.0
176,Jammu & Kashmir,2009,321.0,168.0,153.0,2.0,6.0,4.0,45.0,1.0,4.0,4.0,20.0,12.0,4.0,56.0,2.0,3.0,3.0,10.0,15.0,0.0,0.0,58.0,44.0,6.0,1.0,7.0,2.0,0.0,4.0,8.0,10,23,24,101,61,52,23,27,27.0,69.0,12.0,12.0,19.0,28.0,2.0,7.0,3.0,6.0,0.0,90.0,7.0,1.0,4.0,20.0,14.0,8.0,50.0,85.0,3.0,7.0,0.0,18.0,35.0,30.0,20.0,62.0,0,180,125,5,11,321.0,321.0,321.0,318.0,321.0
188,Jharkhand,2009,1112.0,744.0,368.0,17.0,11.0,4.0,134.0,2.0,8.0,14.0,42.0,22.0,20.0,127.0,0.0,7.0,0.0,60.0,50.0,0.0,18.0,404.0,39.0,0.0,3.0,17.0,7.0,41.0,33.0,32.0,8,40,165,148,204,344,6,197,159.0,69.0,149.0,8.0,117.0,239.0,8.0,20.0,4.0,6.0,0.0,140.0,104.0,31.0,12.0,19.0,27.0,164.0,185.0,333.0,22.0,4.0,1.0,37.0,24.0,136.0,96.0,100.0,13,706,302,18,73,1112.0,1112.0,1112.0,1102.0,1112.0
200,Karnataka,2009,12195.0,8209.0,3986.0,245.0,46.0,103.0,3270.0,66.0,27.0,64.0,65.0,147.0,31.0,2170.0,10.0,2.0,63.0,578.0,126.0,0.0,96.0,2136.0,2432.0,48.0,14.0,247.0,26.0,43.0,20.0,120.0,81,272,877,1893,1920,4138,51,2963,1173.0,2703.0,1035.0,197.0,636.0,3406.0,108.0,56.0,3.0,3.0,0.0,1977.0,262.0,24.0,38.0,435.0,139.0,2282.0,1696.0,5045.0,155.0,292.0,55.0,666.0,107.0,855.0,507.0,535.0,124,7978,2757,418,918,12195.0,12195.0,12195.0,12195.0,12195.0
212,Kerala,2009,8755.0,6322.0,2433.0,565.0,49.0,174.0,621.0,109.0,13.0,20.0,260.0,46.0,109.0,3516.0,1.0,3.0,3.0,1425.0,119.0,0.0,28.0,191.0,1291.0,69.0,1.0,0.0,67.0,31.0,23.0,21.0,79,274,1225,2593,2708,177,45,1654,1409.0,1424.0,543.0,2.0,502.0,4402.0,33.0,4.0,45.0,0.0,0.0,35.0,44.0,40.0,16.0,249.0,7.0,896.0,1316.0,3933.0,228.0,106.0,95.0,598.0,72.0,434.0,274.0,803.0,73,6853,1349,153,327,8755.0,8755.0,8755.0,8755.0,8755.0
224,Lakshadweep,2009,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0
236,Madhya Pradesh,2009,9113.0,5100.0,4013.0,80.0,67.0,25.0,1980.0,84.0,13.0,666.0,268.0,160.0,127.0,1469.0,0.0,9.0,173.0,383.0,208.0,0.0,65.0,1913.0,671.0,53.0,118.0,80.0,134.0,94.0,106.0,167.0,111,112,1100,1391,2035,2232,119,2013,2031.0,515.0,634.0,57.0,1156.0,2712.0,36.0,34.0,58.0,0.0,0.0,1461.0,135.0,49.0,2.0,153.0,80.0,1395.0,2286.0,2789.0,374.0,35.0,15.0,604.0,57.0,638.0,597.0,323.0,49,6101,2419,75,469,9113.0,9113.0,9113.0,9113.0,9113.0
248,Maharashtra,2009,14300.0,9785.0,4515.0,765.0,137.0,139.0,345.0,134.0,26.0,211.0,1199.0,227.0,44.0,5279.0,11.0,8.0,112.0,1149.0,203.0,0.0,95.0,474.0,2554.0,131.0,28.0,304.0,288.0,57.0,67.0,313.0,95,217,1043,3279,4077,1960,24,3605,4696.0,655.0,1257.0,11.0,1792.0,5351.0,94.0,13.0,40.0,0.0,0.0,10.0,172.0,19.0,38.0,152.0,0.0,2872.0,3383.0,3128.0,630.0,163.0,136.0,419.0,154.0,1730.0,812.0,873.0,40,10746,3032,42,440,14300.0,14300.0,14300.0,14300.0,14300.0
260,Manipur,2009,27.0,18.0,9.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13,5,4,0,5,4.0,4.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0,16,11,0,0,27.0,27.0,27.0,26.0,27.0
272,Meghalaya,2009,112.0,67.0,45.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,2.0,2.0,0.0,13.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0,1,26,21,36,15,0,13,2.0,4.0,9.0,2.0,2.0,61.0,2.0,0.0,0.0,2.0,0.0,18.0,6.0,0.0,2.0,0.0,2.0,21.0,11.0,49.0,3.0,2.0,2.0,3.0,1.0,1.0,9.0,7.0,11,60,31,1,9,112.0,112.0,112.0,109.0,112.0
284,Mizoram,2009,69.0,62.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,47,5,0,17,0.0,0.0,9.0,1.0,0.0,45.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,38.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,6.0,2,23,35,7,2,69.0,69.0,69.0,63.0,69.0
296,Nagaland,2009,31.0,25.0,6.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,11,9,6,0,4,0.0,2.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,18.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0,16,15,0,0,31.0,31.0,31.0,29.0,31.0
308,Odisha,2009,4365.0,2567.0,1798.0,5.0,41.0,6.0,1137.0,10.0,10.0,102.0,4.0,103.0,43.0,928.0,0.0,3.0,29.0,104.0,211.0,0.0,4.0,1207.0,104.0,0.0,2.0,9.0,28.0,27.0,110.0,138.0,38,272,490,896,806,854,63,946,1197.0,694.0,173.0,4.0,106.0,1068.0,1.0,16.0,30.0,1.0,0.0,1024.0,1.0,3.0,2.0,28.0,17.0,154.0,627.0,1866.0,48.0,175.0,57.0,274.0,44.0,339.0,293.0,488.0,65,2763,1209,87,241,4365.0,4365.0,4365.0,4365.0,4365.0
320,Puducherry,2009,518.0,326.0,192.0,2.0,6.0,7.0,17.0,16.0,0.0,1.0,0.0,4.0,0.0,227.0,0.0,0.0,2.0,33.0,7.0,0.0,5.0,63.0,123.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4,21,47,112,306,6,5,17,43.0,41.0,12.0,0.0,76.0,339.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,154.0,111.0,2.0,54.0,4.0,1.0,9.0,12.0,32.0,26.0,113.0,0,376,132,0,10,518.0,518.0,518.0,518.0,518.0
332,Punjab,2009,847.0,635.0,212.0,7.0,2.0,1.0,138.0,4.0,4.0,17.0,53.0,14.0,6.0,183.0,0.0,0.0,12.0,179.0,17.0,0.0,2.0,19.0,104.0,13.0,1.0,52.0,1.0,3.0,10.0,5.0,16,17,68,214,135,286,6,105,85.0,67.0,20.0,12.0,31.0,198.0,14.0,12.0,0.0,3.0,0.0,11.0,3.0,4.0,3.0,377.0,7.0,97.0,130.0,328.0,32.0,8.0,20.0,53.0,15.0,61.0,55.0,48.0,3,538,273,9,24,847.0,847.0,847.0,847.0,847.0
344,Rajasthan,2009,5065.0,3511.0,1554.0,41.0,28.0,3.0,720.0,18.0,37.0,43.0,130.0,31.0,20.0,1215.0,2.0,0.0,0.0,442.0,109.0,0.0,3.0,1582.0,369.0,7.0,4.0,13.0,54.0,122.0,49.0,23.0,19,87,440,1033,848,1479,21,1138,739.0,382.0,423.0,5.0,323.0,1216.0,133.0,36.0,73.0,11.0,0.0,1319.0,60.0,36.0,33.0,147.0,129.0,851.0,1070.0,1818.0,53.0,23.0,6.0,283.0,46.0,536.0,223.0,156.0,15,3617,1267,40,126,5065.0,5065.0,5065.0,5065.0,5065.0
356,Sikkim,2009,241.0,122.0,119.0,0.0,14.0,7.0,58.0,6.0,0.0,0.0,5.0,11.0,0.0,17.0,0.0,0.0,0.0,10.0,7.0,0.0,4.0,75.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0,1,2,3,14,30,125,0,66,0.0,0.0,0.0,0.0,0.0,148.0,0.0,6.0,0.0,0.0,0.0,71.0,3.0,6.0,0.0,0.0,7.0,23.0,8.0,32.0,23.0,27.0,7.0,35.0,12.0,31.0,7.0,35.0,18,57,108,27,31,241.0,241.0,241.0,240.0,241.0
368,Tamil Nadu,2009,14424.0,8950.0,5474.0,141.0,105.0,33.0,1142.0,64.0,15.0,62.0,238.0,223.0,40.0,4263.0,0.0,20.0,13.0,490.0,423.0,0.0,82.0,3491.0,2439.0,85.0,17.0,317.0,98.0,72.0,177.0,374.0,252,336,1466,2677,3981,2615,375,2722,4483.0,0.0,855.0,5.0,2064.0,3408.0,79.0,124.0,386.0,38.0,0.0,2123.0,203.0,92.0,40.0,365.0,159.0,1060.0,2763.0,4134.0,328.0,372.0,214.0,831.0,253.0,1739.0,456.0,1986.0,132,10275,2490,946,581,14424.0,14424.0,14424.0,14136.0,14424.0
380,Total (All India),2009,127151.0,81471.0,45680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161,2886,11194,23720,30144,27238,1009,29799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248,89492,27801,3088,5522,0.0,127151.0,0.0,0.0,127151.0
392,Total (States),2009,124870.0,80037.0,44833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144,2802,10964,23119,29378,26957,986,29520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242,87949,27184,3025,5470,0.0,124870.0,0.0,0.0,124870.0
404,Total (Uts),2009,2281.0,1434.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,84,230,601,766,281,23,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1543,617,63,52,0.0,2281.0,0.0,0.0,2281.0
416,Tripura,2009,738.0,467.0,271.0,8.0,1.0,6.0,174.0,0.0,0.0,23.0,8.0,13.0,0.0,236.0,0.0,1.0,0.0,41.0,66.0,0.0,0.0,70.0,40.0,1.0,0.0,8.0,7.0,8.0,17.0,10.0,0,7,24,162,374,22,0,149,28.0,276.0,8.0,3.0,33.0,379.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,45.0,176.0,263.0,20.0,2.0,0.0,75.0,19.0,19.0,89.0,29.0,0,509,210,3,16,738.0,738.0,738.0,737.0,738.0
428,Uttar Pradesh,2009,4158.0,2239.0,1919.0,29.0,71.0,21.0,1231.0,18.0,15.0,438.0,101.0,92.0,78.0,673.0,0.0,15.0,8.0,140.0,226.0,0.0,58.0,258.0,376.0,13.0,32.0,31.0,33.0,57.0,82.0,62.0,66,155,586,735,824,978,39,775,660.0,306.0,316.0,142.0,525.0,1253.0,32.0,77.0,77.0,6.0,0.0,345.0,80.0,44.0,35.0,176.0,84.0,656.0,1006.0,1128.0,23.0,73.0,15.0,144.0,49.0,347.0,346.0,371.0,57,2854,933,92,222,4158.0,4158.0,4158.0,4158.0,4158.0
440,Uttarakhand,2009,342.0,202.0,140.0,10.0,4.0,0.0,41.0,3.0,3.0,22.0,14.0,8.0,6.0,53.0,0.0,1.0,0.0,31.0,31.0,0.0,3.0,53.0,33.0,2.0,0.0,7.0,6.0,1.0,9.0,1.0,2,14,51,73,63,66,0,73,73.0,28.0,39.0,4.0,34.0,76.0,3.0,0.0,1.0,0.0,0.0,58.0,11.0,3.0,0.0,11.0,1.0,30.0,75.0,0.0,34.0,8.0,62.0,10.0,8.0,39.0,40.0,36.0,2,233,92,9,6,342.0,342.0,342.0,342.0,342.0
452,West Bengal,2009,14648.0,8494.0,6154.0,89.0,104.0,140.0,4051.0,71.0,56.0,726.0,69.0,275.0,149.0,3338.0,2.0,28.0,1.0,1357.0,812.0,0.0,64.0,1579.0,489.0,43.0,3.0,44.0,268.0,298.0,164.0,428.0,62,395,1006,2137,3803,2662,34,4549,1602.0,3668.0,402.0,25.0,361.0,5283.0,61.0,466.0,78.0,35.0,0.0,1880.0,76.0,123.0,39.0,479.0,70.0,1054.0,3305.0,4768.0,208.0,607.0,88.0,1338.0,239.0,816.0,870.0,1355.0,223,9654,3934,248,589,14648.0,14648.0,14648.0,14648.0,14648.0
