,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
8,A & N Islands,2009,131.0,86.0,45.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,49.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,6,42,70,3,0,9,2.0,15.0,2.0,0.0,6.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,9.0,0.0,0.0,1.0,2.0,14.0,44.0,13.0,0.0,0,94,37,0,0,131.0,131.0,131.0,131.0,131.0
20,Andhra Pradesh,2009,14500.0,9887.0,4613.0,888.0,50.0,62.0,990.0,91.0,25.0,176.0,77.0,213.0,130.0,2509.0,94.0,4.0,154.0,821.0,236.0,0.0,54.0,2712.0,2994.0,138.0,4.0,1514.0,121.0,123.0,62.0,258.0,159,341,1032,2322,2819,4503,123,3201,4507.0,2425.0,664.0,12.0,1552.0,2984.0,105.0,31.0,14.0,13.0,0.0,1175.0,275.0,50.0,36.0,564.0,93.0,2414.0,2391.0,4340.0,489.0,665.0,98.0,1351.0,234.0,1207.0,597.0,714.0,247,10779,2319,543,612,14500.0,14500.0,14500.0,14500.0,14500.0
32,Arunachal Pradesh,2009,110.0,77.0,33.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14,34,22,0,39,0.0,3.0,1.0,2.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,32.0,0.0,0.0,0.0,0.0,26.0,8.0,5.0,12.0,1,82,24,0,3,110.0,110.0,110.0,109.0,110.0
44,Assam,2009,2966.0,1882.0,1084.0,22.0,32.0,21.0,776.0,23.0,14.0,21.0,50.0,129.0,24.0,467.0,2.0,21.0,6.0,29.0,351.0,0.0,9.0,303.0,112.0,8.0,15.0,141.0,45.0,195.0,68.0,82.0,45,12,243,638,913,535,5,575,34.0,541.0,222.0,3.0,125.0,1491.0,8.0,17.0,52.0,1.0,0.0,348.0,4.0,0.0,2.0,38.0,80.0,341.0,541.0,1083.0,143.0,64.0,13.0,420.0,5.0,63.0,220.0,73.0,23,1771,970,145,57,2966.0,2966.0,2966.0,2966.0,2966.0
56,Bihar,2009,1051.0,514.0,537.0,1.0,30.0,6.0,164.0,2.0,6.0,135.0,23.0,28.0,4.0,115.0,0.0,4.0,1.0,18.0,43.0,0.0,0.0,372.0,41.0,1.0,0.0,4.0,0.0,4.0,46.0,3.0,1,14,76,138,252,321,3,246,166.0,170.0,119.0,5.0,135.0,167.0,6.0,2.0,4.0,5.0,0.0,209.0,14.0,28.0,1.0,4.0,16.0,112.0,314.0,389.0,25.0,8.0,0.0,24.0,3.0,57.0,68.0,51.0,8,716,267,3,57,1051.0,1051.0,1051.0,1051.0,1051.0
68,Chandigarh,2009,75.0,44.0,31.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,1.0,8.0,1.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0,11,7,46,4,2,3,2,0.0,19.0,0.0,1.0,6.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,12.0,1.0,3.0,7.0,6.0,18.0,7.0,0,50,25,0,0,75.0,75.0,75.0,74.0,75.0
80,Chhattisgarh,2009,5883.0,3954.0,1929.0,28.0,16.0,11.0,1916.0,22.0,11.0,59.0,182.0,43.0,100.0,644.0,1.0,1.0,71.0,251.0,84.0,0.0,14.0,1600.0,659.0,8.0,63.0,6.0,33.0,15.0,26.0,19.0,12,32,359,865,1536,1586,5,1488,1040.0,657.0,189.0,9.0,619.0,2188.0,5.0,31.0,67.0,12.0,0.0,826.0,67.0,4.0,1.0,83.0,85.0,1802.0,902.0,1642.0,137.0,17.0,9.0,108.0,48.0,294.0,435.0,489.0,9,4471,1154,25,224,5883.0,5883.0,5883.0,5883.0,5883.0
92,D & N Haveli,2009,56.0,30.0,26.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,7.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1,0,4,4,15,17,0,15,8.0,2.0,0.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,2.0,0.0,0.0,0.0,1.0,1.0,12.0,6.0,0.0,1,40,11,0,4,56.0,56.0,56.0,56.0,56.0
104,Daman & Diu,2009,23.0,15.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,5,8,1,0,7,0.0,5.0,5.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0,10,12,0,1,23.0,23.0,23.0,23.0,23.0
116,Delhi (Ut),2009,1477.0,933.0,544.0,17.0,25.0,1.0,419.0,6.0,4.0,48.0,37.0,48.0,3.0,332.0,0.0,0.0,2.0,20.0,60.0,0.0,3.0,238.0,77.0,0.0,0.0,34.0,27.0,6.0,12.0,58.0,12,50,165,391,363,252,15,229,35.0,206.0,8.0,15.0,102.0,922.0,20.0,6.0,9.0,0.0,0.0,129.0,9.0,2.0,3.0,1.0,10.0,5.0,323.0,376.0,13.0,26.0,7.0,31.0,20.0,231.0,165.0,280.0,5,972,400,63,37,1477.0,1477.0,1477.0,1477.0,1477.0
