,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
124,Goa,2005,282.0,197.0,85.0,4.0,0.0,2.0,80.0,2.0,0.0,1.0,3.0,3.0,0.0,30.0,0.0,0.0,2.0,56.0,16.0,0.0,2.0,44.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1,14,33,57,68,57,4,48,4.0,20.0,17.0,2.0,18.0,154.0,1.0,2.0,0.0,0.0,0.0,7.0,44.0,2.0,2.0,7.0,2.0,11.0,47.0,71.0,1.0,6.0,5.0,9.0,7.0,52.0,15.0,58.0,0,164,114,1,3,282.0,282.0,282.0,282.0,282.0
136,Gujarat,2005,4765.0,2902.0,1863.0,126.0,76.0,35.0,835.0,67.0,29.0,29.0,19.0,76.0,111.0,869.0,9.0,5.0,11.0,515.0,191.0,0.0,58.0,548.0,657.0,37.0,28.0,71.0,58.0,29.0,37.0,239.0,15,49,219,655,787,1120,37,1883,881.0,991.0,390.0,12.0,711.0,1249.0,29.0,13.0,8.0,0.0,0.0,174.0,4.0,26.0,19.0,239.0,19.0,615.0,1320.0,828.0,333.0,70.0,132.0,269.0,77.0,484.0,225.0,412.0,48,3386,944,103,284,4765.0,4765.0,4765.0,4765.0,4765.0
148,Haryana,2005,2046.0,1493.0,553.0,32.0,16.0,5.0,156.0,28.0,7.0,28.0,50.0,14.0,15.0,368.0,0.0,0.0,55.0,78.0,23.0,0.0,82.0,702.0,149.0,57.0,2.0,10.0,5.0,78.0,23.0,63.0,41,34,178,632,427,385,1,348,115.0,374.0,136.0,5.0,206.0,309.0,8.0,4.0,9.0,4.0,0.0,463.0,32.0,1.0,31.0,13.0,336.0,140.0,303.0,1019.0,19.0,20.0,16.0,71.0,43.0,155.0,101.0,159.0,9,1640,297,26,74,2046.0,2046.0,2046.0,2046.0,2046.0
160,Himachal Pradesh,2005,359.0,214.0,145.0,2.0,11.0,0.0,35.0,1.0,0.0,6.0,5.0,13.0,3.0,104.0,0.0,0.0,2.0,17.0,21.0,0.0,2.0,80.0,31.0,2.0,0.0,3.0,0.0,2.0,9.0,10.0,3,14,49,131,94,30,3,35,82.0,118.0,29.0,4.0,7.0,81.0,4.0,2.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,20.0,75.0,148.0,4.0,8.0,0.0,7.0,16.0,29.0,25.0,27.0,7,205,108,32,7,359.0,359.0,359.0,359.0,359.0
172,Jammu & Kashmir,2005,294.0,196.0,98.0,0.0,13.0,0.0,54.0,0.0,3.0,6.0,15.0,15.0,17.0,18.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,109.0,9.0,0.0,0.0,0.0,0.0,5.0,10.0,3.0,0,9,21,40,90,71,0,63,31.0,50.0,16.0,20.0,5.0,40.0,0.0,14.0,0.0,0.0,0.0,108.0,0.0,0.0,1.0,3.0,6.0,2.0,32.0,137.0,0.0,0.0,7.0,0.0,18.0,34.0,24.0,40.0,2,170,79,40,3,294.0,294.0,294.0,294.0,294.0
184,Jharkhand,2005,808.0,523.0,285.0,29.0,7.0,0.0,71.0,0.0,0.0,8.0,29.0,44.0,2.0,62.0,0.0,0.0,26.0,101.0,28.0,0.0,1.0,305.0,19.0,2.0,7.0,4.0,13.0,1.0,30.0,19.0,4,32,96,166,125,235,4,146,119.0,62.0,89.0,20.0,52.0,221.0,11.0,11.0,0.0,0.0,0.0,133.0,46.0,16.0,10.0,0.0,18.0,124.0,158.0,275.0,9.0,6.0,3.0,34.0,11.0,42.0,98.0,48.0,8,512,226,31,31,808.0,808.0,808.0,808.0,808.0
196,Karnataka,2005,11557.0,7707.0,3850.0,163.0,43.0,27.0,2955.0,61.0,4.0,38.0,59.0,142.0,42.0,1499.0,20.0,1.0,51.0,620.0,96.0,0.0,89.0,2605.0,2407.0,56.0,5.0,272.0,63.0,86.0,44.0,109.0,62,155,662,1645,2667,3146,27,3193,958.0,3013.0,1124.0,154.0,540.0,3496.0,18.0,31.0,1.0,1.0,0.0,1639.0,72.0,12.0,48.0,423.0,27.0,1883.0,1874.0,4806.0,278.0,218.0,40.0,448.0,160.0,1013.0,368.0,469.0,52,8421,2431,336,317,11557.0,11557.0,11557.0,11557.0,11557.0
208,Kerala,2005,9244.0,6830.0,2414.0,831.0,45.0,85.0,852.0,94.0,14.0,17.0,63.0,69.0,12.0,2649.0,112.0,1.0,3.0,1395.0,81.0,0.0,43.0,1411.0,1223.0,35.0,1.0,10.0,34.0,14.0,14.0,136.0,55,169,802,2811,2967,478,29,1933,2000.0,1468.0,597.0,2.0,446.0,4261.0,18.0,5.0,78.0,0.0,0.0,128.0,20.0,17.0,29.0,163.0,12.0,1118.0,1413.0,4082.0,162.0,56.0,104.0,400.0,85.0,322.0,281.0,1221.0,36,7063,1766,101,278,9244.0,9244.0,9244.0,9244.0,9244.0
220,Lakshadweep,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
232,Madhya Pradesh,2005,5448.0,2851.0,2597.0,67.0,32.0,12.0,1478.0,26.0,16.0,517.0,110.0,73.0,81.0,1045.0,4.0,18.0,3.0,321.0,118.0,0.0,53.0,533.0,612.0,32.0,55.0,47.0,38.0,33.0,95.0,29.0,45,65,350,818,1262,1595,21,1292,1333.0,428.0,427.0,29.0,533.0,2192.0,28.0,19.0,24.0,7.0,0.0,175.0,68.0,19.0,3.0,105.0,58.0,1248.0,1892.0,1111.0,161.0,123.0,8.0,198.0,54.0,215.0,199.0,239.0,63,3811,1187,129,258,5448.0,5448.0,5448.0,5448.0,5448.0
244,Maharashtra,2005,14426.0,9603.0,4823.0,432.0,154.0,77.0,497.0,139.0,30.0,300.0,1021.0,285.0,125.0,4826.0,11.0,12.0,86.0,1335.0,241.0,0.0,120.0,448.0,2891.0,160.0,33.0,273.0,261.0,67.0,69.0,533.0,118,156,868,3058,3824,2382,36,3984,4773.0,778.0,1484.0,14.0,1781.0,4979.0,101.0,34.0,37.0,2.0,0.0,25.0,122.0,18.0,16.0,247.0,15.0,3926.0,3582.0,2177.0,393.0,118.0,121.0,390.0,300.0,1606.0,784.0,1029.0,74,10642,3045,69,596,14426.0,14426.0,14426.0,14426.0,14426.0
256,Manipur,2005,27.0,23.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,2,11,9,3,0,2,2.0,3.0,0.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,0,17,10,0,0,27.0,27.0,27.0,26.0,27.0
268,Meghalaya,2005,71.0,50.0,21.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,2,8,17,22,0,21,2.0,2.0,6.0,1.0,0.0,50.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,11.0,13.0,0.0,1.0,5.0,3.0,1.0,3.0,11.0,19.0,0,46,24,1,0,71.0,71.0,71.0,71.0,71.0
280,Mizoram,2005,55.0,47.0,8.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4,26,5,0,19,0.0,0.0,7.0,2.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,15.0,0,34,21,0,0,55.0,55.0,55.0,55.0,55.0
292,Nagaland,2005,27.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,4,9,4,0,6,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,10.0,0.0,5.0,1.0,0,12,13,2,0,27.0,27.0,27.0,27.0,27.0
304,Odisha,2005,4208.0,2554.0,1654.0,12.0,11.0,18.0,872.0,5.0,18.0,72.0,2.0,45.0,6.0,1240.0,1.0,32.0,3.0,123.0,150.0,0.0,8.0,1101.0,163.0,0.0,0.0,22.0,12.0,35.0,135.0,122.0,21,206,334,663,894,1039,9,1042,1517.0,333.0,186.0,1.0,109.0,1296.0,25.0,4.0,1.0,0.0,0.0,451.0,10.0,1.0,0.0,240.0,34.0,254.0,587.0,1870.0,105.0,112.0,12.0,362.0,80.0,176.0,262.0,388.0,43,2637,1258,116,154,4208.0,4208.0,4208.0,4208.0,4208.0
316,Puducherry,2005,538.0,340.0,198.0,5.0,16.0,4.0,18.0,11.0,0.0,0.0,0.0,6.0,0.0,266.0,0.0,0.0,1.0,33.0,6.0,0.0,1.0,62.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5,10,30,103,289,18,8,75,61.0,44.0,0.0,0.0,61.0,363.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,147.0,126.0,7.0,8.0,2.0,4.0,10.0,13.0,86.0,23.0,112.0,0,386,138,0,14,538.0,538.0,538.0,538.0,538.0
328,Punjab,2005,588.0,482.0,106.0,5.0,2.0,0.0,47.0,1.0,0.0,5.0,30.0,10.0,23.0,83.0,0.0,1.0,0.0,230.0,7.0,0.0,3.0,12.0,39.0,0.0,1.0,32.0,6.0,0.0,25.0,26.0,11,5,36,150,97,169,60,60,53.0,69.0,24.0,12.0,9.0,93.0,2.0,19.0,4.0,0.0,0.0,157.0,2.0,1.0,0.0,142.0,1.0,47.0,77.0,253.0,14.0,2.0,8.0,63.0,16.0,35.0,21.0,52.0,9,374,170,12,23,588.0,588.0,588.0,588.0,588.0
340,Rajasthan,2005,4178.0,2858.0,1320.0,42.0,11.0,1.0,964.0,20.0,17.0,39.0,128.0,34.0,23.0,942.0,0.0,4.0,2.0,354.0,62.0,0.0,15.0,1094.0,303.0,0.0,2.0,18.0,20.0,27.0,31.0,25.0,45,49,220,913,762,1242,14,933,739.0,476.0,465.0,9.0,257.0,941.0,7.0,35.0,30.0,11.0,0.0,843.0,58.0,44.0,2.0,174.0,87.0,461.0,1100.0,1893.0,27.0,34.0,4.0,120.0,38.0,286.0,112.0,102.0,12,2884,1180,29,73,4178.0,4178.0,4178.0,4177.0,4178.0
352,Sikkim,2005,109.0,62.0,47.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,1.0,5.0,25.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,11,18,38,0,40,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,41.0,20.0,26.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,4.0,2,61,38,3,5,109.0,109.0,109.0,109.0,109.0
364,Tamil Nadu,2005,12076.0,7507.0,4569.0,113.0,80.0,23.0,1011.0,63.0,42.0,78.0,83.0,314.0,56.0,3822.0,0.0,6.0,15.0,305.0,408.0,0.0,77.0,2375.0,2036.0,97.0,2.0,351.0,28.0,180.0,120.0,391.0,203,316,1138,1592,3059,3190,65,2513,1765.0,3052.0,622.0,5.0,1259.0,2771.0,75.0,138.0,14.0,15.0,0.0,1967.0,71.0,131.0,9.0,63.0,119.0,1255.0,2058.0,3574.0,286.0,280.0,102.0,918.0,191.0,1196.0,531.0,1685.0,178,8386,2309,426,777,12076.0,12076.0,12076.0,12076.0,12076.0
376,Total (All India),2005,113914.0,72916.0,40998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063,2034,8401,19124,27318,26234,406,29334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121,80671,23910,3141,5071,0.0,113914.0,0.0,0.0,113914.0
388,Total (States),2005,111802.0,71584.0,40218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053,1981,8252,18642,26689,25855,393,28937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121,79259,23302,3079,5041,0.0,111802.0,0.0,0.0,111802.0
400,Total (Uts),2005,2112.0,1332.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,53,149,482,629,379,13,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1412,608,62,30,0.0,2112.0,0.0,0.0,2112.0
412,Tripura,2005,715.0,401.0,314.0,40.0,41.0,0.0,69.0,0.0,3.0,72.0,5.0,32.0,15.0,132.0,19.0,10.0,0.0,42.0,38.0,0.0,0.0,88.0,42.0,2.0,0.0,7.0,10.0,6.0,29.0,13.0,6,9,25,94,223,138,1,219,2.0,287.0,0.0,3.0,35.0,355.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,29.0,104.0,191.0,41.0,34.0,14.0,62.0,33.0,48.0,69.0,90.0,36,364,226,18,71,715.0,715.0,715.0,715.0,715.0
424,Uttar Pradesh,2005,3449.0,1772.0,1677.0,56.0,53.0,26.0,1020.0,11.0,18.0,284.0,91.0,93.0,37.0,523.0,2.0,12.0,10.0,94.0,136.0,0.0,59.0,260.0,291.0,12.0,19.0,41.0,26.0,47.0,125.0,103.0,30,74,338,592,568,899,19,929,365.0,304.0,227.0,156.0,459.0,1061.0,68.0,0.0,114.0,4.0,0.0,244.0,121.0,57.0,13.0,195.0,61.0,522.0,1014.0,695.0,64.0,124.0,9.0,228.0,48.0,259.0,219.0,267.0,36,2409,783,83,138,3449.0,3449.0,3449.0,3449.0,3449.0
436,Uttarakhand,2005,273.0,180.0,93.0,9.0,1.0,3.0,38.0,0.0,1.0,10.0,13.0,9.0,37.0,66.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,29.0,12.0,2.0,0.0,2.0,0.0,0.0,3.0,14.0,0,15,48,58,62,34,2,54,48.0,66.0,7.0,1.0,24.0,77.0,0.0,2.0,1.0,0.0,0.0,16.0,6.0,6.0,5.0,11.0,3.0,24.0,67.0,51.0,10.0,7.0,3.0,26.0,7.0,20.0,14.0,44.0,3,160,91,3,16,273.0,273.0,273.0,273.0,273.0
448,West Bengal,2005,15015.0,8614.0,6401.0,134.0,148.0,179.0,2753.0,144.0,67.0,469.0,90.0,582.0,785.0,2833.0,2.0,35.0,17.0,735.0,1039.0,0.0,75.0,3209.0,623.0,45.0,5.0,23.0,143.0,568.0,237.0,75.0,266,365,1450,2119,3288,2903,17,4607,930.0,4921.0,474.0,16.0,812.0,5335.0,78.0,36.0,38.0,22.0,0.0,1581.0,89.0,418.0,8.0,205.0,52.0,965.0,4155.0,4371.0,352.0,517.0,227.0,1000.0,184.0,1364.0,731.0,1149.0,300,10530,3071,434,680,15015.0,15015.0,15015.0,15015.0,15015.0
