,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
4,A & N Islands,2005,139.0,86.0,53.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,46.0,37.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0,2,5,26,51,19,0,36,19.0,0.0,1.0,0.0,5.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,6.0,0.0,0.0,0.0,5.0,13.0,51.0,12.0,12.0,0,95,43,0,1,139.0,139.0,139.0,139.0,139.0
16,Andhra Pradesh,2005,13442.0,8865.0,4577.0,899.0,45.0,151.0,831.0,89.0,12.0,233.0,19.0,236.0,41.0,2612.0,9.0,11.0,716.0,822.0,254.0,0.0,42.0,2400.0,2361.0,198.0,5.0,1119.0,4.0,147.0,72.0,114.0,52,145,855,1234,3273,4446,23,3414,5425.0,1216.0,819.0,54.0,1110.0,2723.0,35.0,14.0,312.0,1.0,0.0,895.0,121.0,52.0,10.0,584.0,71.0,2490.0,2179.0,5239.0,220.0,277.0,60.0,997.0,140.0,830.0,500.0,510.0,129,9458,2081,828,946,13442.0,13442.0,13442.0,13442.0,13442.0
28,Arunachal Pradesh,2005,70.0,49.0,21.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,10,14,20,0,23,4.0,2.0,3.0,0.0,1.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,1.0,0.0,0.0,19.0,4.0,5.0,2.0,5.0,0,45,25,0,0,70.0,70.0,70.0,70.0,70.0
40,Assam,2005,2846.0,1951.0,895.0,23.0,97.0,50.0,790.0,15.0,27.0,1.0,9.0,98.0,43.0,276.0,7.0,10.0,33.0,29.0,411.0,0.0,4.0,231.0,168.0,7.0,13.0,194.0,1.0,208.0,22.0,79.0,47,23,171,495,847,597,2,664,4.0,462.0,344.0,1.0,21.0,1426.0,6.0,15.0,37.0,4.0,0.0,333.0,11.0,0.0,35.0,89.0,58.0,299.0,566.0,1124.0,69.0,60.0,11.0,379.0,14.0,53.0,154.0,96.0,38,1640,837,206,125,2846.0,2846.0,2846.0,2825.0,2846.0
52,Bihar,2005,543.0,327.0,216.0,2.0,6.0,6.0,43.0,1.0,6.0,17.0,12.0,20.0,21.0,100.0,6.0,4.0,7.0,16.0,4.0,0.0,1.0,216.0,13.0,8.0,8.0,1.0,0.0,2.0,23.0,0.0,3,10,33,103,134,159,0,101,86.0,67.0,40.0,6.0,37.0,64.0,10.0,14.0,0.0,1.0,0.0,174.0,14.0,4.0,2.0,5.0,19.0,39.0,109.0,228.0,19.0,9.0,4.0,18.0,6.0,36.0,47.0,28.0,11,386,117,7,22,543.0,543.0,543.0,543.0,543.0
64,Chandigarh,2005,89.0,63.0,26.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,5.0,3.0,4.0,29.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0,5,1,37,18,20,1,7,0.0,16.0,13.0,1.0,15.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,5.0,0.0,11.0,3.0,18.0,6.0,17.0,0,52,37,0,0,89.0,89.0,89.0,89.0,89.0
76,Chhattisgarh,2005,4881.0,3305.0,1576.0,55.0,42.0,44.0,1363.0,33.0,2.0,66.0,133.0,36.0,33.0,642.0,10.0,6.0,53.0,308.0,79.0,0.0,38.0,1286.0,494.0,35.0,16.0,15.0,3.0,17.0,61.0,11.0,25,62,316,568,1078,1448,19,1365,940.0,312.0,208.0,194.0,361.0,1864.0,0.0,0.0,30.0,12.0,0.0,662.0,119.0,0.0,8.0,126.0,45.0,1412.0,891.0,1504.0,140.0,48.0,12.0,174.0,64.0,195.0,188.0,253.0,25,3802,851,43,160,4881.0,4881.0,4881.0,4881.0,4881.0
88,D & N Haveli,2005,69.0,41.0,28.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,3,15,13,30,0,8,5.0,16.0,1.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,25.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0,60,8,0,1,69.0,69.0,69.0,69.0,69.0
100,Daman & Diu,2005,32.0,25.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,5,8,7,0,9,2.0,0.0,6.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,4.0,0,17,14,1,0,32.0,32.0,32.0,31.0,32.0
112,Delhi (Ut),2005,1245.0,777.0,468.0,12.0,5.0,0.0,397.0,6.0,0.0,55.0,19.0,27.0,34.0,346.0,1.0,0.0,2.0,19.0,48.0,0.0,1.0,112.0,82.0,1.0,0.0,27.0,8.0,5.0,3.0,35.0,5,35,108,296,250,285,4,262,50.0,152.0,21.0,21.0,96.0,745.0,20.0,10.0,2.0,0.0,0.0,97.0,8.0,3.0,4.0,7.0,9.0,7.0,294.0,351.0,6.0,5.0,3.0,16.0,40.0,183.0,98.0,241.0,0,802,368,61,14,1245.0,1245.0,1245.0,1244.0,1245.0
